"X;Y;OBJECTID;advisorySpeed;areaUnitID;bicycle;bridge;bus;carStationWagon;cliffBank;crashDirectionDescription;crashFinancialYear;crashLocation1;crashLocation2;crashRoadSideRoad;crashSeverity;crashSHDescription;crashYear;debris;directionRoleDescription;ditch;fatalCount;fence;flatHill;guardRail;holiday;houseOrBuilding;intersection;kerb;light;meshblockId;minorInjuryCount;moped;motorcycle;NumberOfLanes;objectThrownOrDropped;otherObject;otherVehicleType;overBank;parkedVehicle;pedestrian;phoneBoxEtc;postOrPole;region;roadCharacter;roadLane;roadSurface;roadworks;schoolBus;seriousInjuryCount;slipOrFlood;speedLimit;strayAnimal;streetLight;suv;taxi;temporarySpeedLimit;tlaId;tlaName;trafficControl;trafficIsland;trafficSign;train;tree;truck;unknownVehicleType;urban;vanOrUtility;vehicle;waterRiver;weatherA;weatherB";;;;;;;;;;
"1764289;5906822;459555;;522201;0;;0;1;;South;2017;SWAFFIELD ROAD;MCLEAN AVENUE W;;Non-Injury Crash;No;2016;;South;;0;;Null;;;;;;Bright sun;661000;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;76;Auckland;Unknown;;;;;0;0;Urban;1;;;Null;Null";;;;;;;;;;
"1774416.2945;5579037.2944;459556;;556800;0;0;0;0;0;Null;2019;LONDON STREET;HARRISON STREET;;Non-Injury Crash;No;2019;0;East;0;0;0;Flat;0;;0;;0;Bright sun;1702900;0;0;0;2;0;0;0;0;0;;0;0;Manawatu-Wanganui Region;Nil;2-way;Sealed;0;0;0;0;50;0;Off;0;0;;37;Whanganui District;Give way;0;0;0;1;0;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1839436;5531971;459557;;577900;0;0;0;1;1;West;2002;SH 3;GORGE ROAD;;Minor Crash;Yes;2001;0;East;0;0;0;Flat;0;;0;;0;Overcast;2219900;1;0;0;2;0;0;0;0;0;;0;0;Manawatu-Wanganui Region;Nil;2-way;Sealed;0;0;0;0;100;0;Null;0;0;;41;Tararua District;Nil;0;0;0;0;0;0;Open;0;0;0;Heavy rain;Null";;;;;;;;;;
"1745306;5919752;459558;;513301;0;;0;1;;Null;2012;UNIVERSAL DRIVE;LINCOLN ROAD;;Non-Injury Crash;No;2011;;East;;0;;Flat;;;;;;Overcast;232001;0;0;0;4;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Off;1;0;;76;Auckland;Traffic Signals;;;;;0;0;Urban;0;;;Light rain;Null";;;;;;;;;;
"1740329;5929510;459559;;505604;0;0;0;1;0;Null;2016;RIVERHEAD ROAD;OLD NORTH ROAD;;Non-Injury Crash;No;2016;0;West;0;0;1;Flat;0;;0;;0;Bright sun;214000;0;0;0;2;0;0;0;0;0;;0;0;Auckland Region;Nil;2-way;Sealed;0;0;0;0;80;0;Null;0;0;;76;Auckland;Give way;0;0;0;0;0;0;Open;0;0;0;Fine;Null";;;;;;;;;;
"1242394;4850268;459560;;610800;0;;0;2;;Null;2002;SH 6;GALA ST;;Non-Injury Crash;Yes;2002;;East;;0;;Flat;;;;;;Dark;3116000;0;0;0;4;;;0;;;;;;Southland Region;Nil;2-way;Sealed;;0;0;;50;;On;0;0;;75;Invercargill City;Traffic Signals;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1765675;5913516;459561;;522820;0;;0;3;;North;2015;PAKURANGA ROAD;KERSWILL PLACE;;Non-Injury Crash;No;2014;;North;;0;;Flat;;;;;;Bright sun;695200;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;76;Auckland;Nil;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1352236;4861031;459562;;607300;0;0;0;1;0;North;2001;KAKA POINT ROAD;PORT MOLYNEUX ROAD;;Fatal Crash;No;2000;0;North;0;1;0;Flat;0;;0;;0;Bright sun;2997600;0;0;0;2;0;0;0;0;0;;0;0;Otago Region;Nil;2-way;Sealed;0;0;0;0;100;0;Null;0;0;;72;Clutha District;Unknown;0;0;0;0;0;0;Open;0;0;0;Fine;Null";;;;;;;;;;
"1888566;5773055;459563;;538731;0;;0;1;;South;2006;BASLEY ROAD;MOREY ST;;Non-Injury Crash;No;2006;;South;;0;;Flat;;;;;;Overcast;1256100;0;0;0;2;;;0;;;;;;Bay of Plenty Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;24;Rotorua District;Unknown;;;;;0;0;Urban;0;;;Light rain;Null";;;;;;;;;;
"1756268;5919213;459564;;515500;0;;0;1;;Null;2006;NEWTON ROAD;ABBEY ST;;Non-Injury Crash;No;2005;;North;;0;;Flat;;;;;;Bright sun;417500;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Off;0;0;;76;Auckland;Nil;;;;;1;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1760743;5906052;459565;;524200;0;;0;1;;East;2015;MASSEY ROAD;MASCOT AVENUE;;Non-Injury Crash;No;2015;;East;;0;;Flat;;;;;;Bright sun;728627;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Null;1;0;;76;Auckland;Nil;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"2063116;5742567;459566;;544001;0;;0;1;;North;2014;SH 35;KAIAUA ROAD;;Non-Injury Crash;Yes;2014;;North;;0;;Flat;;;;;;Bright sun;1355400;0;0;0;2;;;0;;;;;;Gisborne Region;Nil;2-way;Sealed;;0;0;;100;;None;1;0;;28;Gisborne District;Nil;;;;;0;0;Open;0;;;Fine;Null";;;;;;;;;;
"1885332;5773879;459567;;540410;0;;0;2;;Null;2003;HINEMARU ST;HINEMOA ST;;Non-Injury Crash;No;2003;;East;;0;;Flat;;;;;;Overcast;1234000;0;0;0;2;;;0;;;;;;Bay of Plenty Region;Nil;2-way;Sealed;;0;0;;50;;Off;0;0;;24;Rotorua District;Give way;;;;;0;0;Urban;0;;;Light rain;Null";;;;;;;;;;
"1752329;5935826;459568;;506300;0;;0;2;;West;2016;LONELY TRACK ROAD;KEWA ROAD;;Non-Injury Crash;No;2015;;South;;0;;Hill Road;;;;;;Overcast;176101;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;70;;Off;0;0;;76;Auckland;Unknown;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1810222;5870180;459569;;533901;0;0;0;2;0;Null;2001;SH 2;SH 27;;Non-Injury Crash;Yes;2001;0;West;0;0;0;Flat;0;;0;;0;Overcast;1068700;0;0;0;2;0;0;0;0;0;;0;0;Waikato Region;Nil;2-way;Sealed;0;0;0;0;100;0;None;0;0;;12;Hauraki District;Give way;0;0;0;0;0;0;Open;0;1;0;Light rain;Null";;;;;;;;;;
"1746007;5920393;459570;60;513301;0;;0;1;;East;2004;SH 16;LINCOLN ON EBD;;Minor Crash;Yes;2004;;East;;0;;Flat;;;;;;Bright sun;230200;1;0;1;2;;;0;;;;;;Auckland Region;Nil;1-way;Sealed;;0;0;;100;;Off;0;0;;76;Auckland;Nil;;;;;0;0;Open;1;;;Fine;Null";;;;;;;;;;
"1763811;5904182;459571;;524604;1;0;0;1;0;West;2008;SH 20B;SELFS ROAD;;Minor Crash;Yes;2008;0;East;0;0;0;Flat;0;;0;;0;Twilight;780902;1;0;0;2;0;0;0;0;0;;0;0;Auckland Region;Nil;2-way;Sealed;0;0;0;0;100;0;Off;0;0;;76;Auckland;Nil;0;0;0;0;0;0;Open;0;1;0;Fine;Null";;;;;;;;;;
"1406051;4915945;459572;;602900;1;;0;1;;North;2014;SH 1S;JERVOIS ST;;Minor Crash;Yes;2014;;North;;0;;Flat;;Easter;;;;Bright sun;2895700;1;0;0;2;;;0;;;;;;Otago Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;71;Dunedin City;Nil;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1852055;5764404;459573;;535380;0;;0;1;;Null;2015;BALMORAL DRIVE;SH 1N;;Non-Injury Crash;Yes;2015;;East;;0;;Flat;;;;;;Overcast;1149600;0;0;0;1;;;0;;;;;;Waikato Region;Nil;2-way;Sealed;;0;0;;50;;Null;1;0;;19;South Waikato District;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1371685;5193906;459574;;585312;0;;0;1;;South;2006;SH 6;PAGANINI CRK CV;;Serious Crash;Yes;2005;;North;;0;;Flat;;;;;;Overcast;2418402;0;0;0;2;;;0;;;;;;West Coast Region;Nil;2-way;Sealed;;0;2;;100;;Null;0;0;;57;Westland District;Nil;;;;;0;0;Open;1;;;Heavy rain;Null";;;;;;;;;;
"1798411;5815880;459575;;528900;0;;0;1;;Null;2014;SH 1N;RIFLE RANGE ROAD;;Minor Crash;Yes;2013;;North;;0;;Flat;;;;;;Bright sun;915500;1;0;0;4;;;0;;;;;;Waikato Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;16;Hamilton City;Give way;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1697269;6079936;459576;;501620;0;;0;1;;South;2006;SH 1N;WAIOMIO ROAD;;Fatal Crash;Yes;2005;;South;;2;;Flat;;Christmas New Year;;;;Bright sun;46700;1;0;0;2;;;0;;;;;;Northland Region;Nil;2-way;Sealed;;0;4;;100;;None;0;0;;1;Far North District;Nil;;;;;0;0;Open;1;;;Fine;Null";;;;;;;;;;
"1750837;5915590;459577;;514802;0;;0;2;;Null;2001;ASH ST;ROSEBANK ROAD;;Minor Crash;No;2000;;West;;0;;Flat;;;;;;Bright sun;386600;1;0;0;5;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Off;0;0;;76;Auckland;Traffic Signals;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1766652;5910221;459578;;523112;0;;0;2;;Null;2017;EL KOBAR DRIVE;SIR WOOLF FISHER DRIVE;;Non-Injury Crash;No;2017;;North;;0;;Flat;;;;;;Overcast;711301;0;0;0;1;;;0;;;;;;Auckland Region;Nil;1-way;Sealed;;0;0;;50;;Null;0;0;;76;Auckland;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1567197;5181094;459579;;589500;0;0;0;1;0;Null;2017;KOTARE ST;WEKA ST;;Non-Injury Crash;No;2016;0;East;0;0;0;Flat;0;;0;;0;Dark;2544700;0;0;0;2;0;0;0;0;0;;0;0;Canterbury Region;Nil;2-way;Sealed;0;0;0;0;50;0;On;0;0;;60;Christchurch City;Nil;0;1;0;0;0;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1758389;5917627;459580;;516001;0;;0;2;;South;2012;BROADWAY;MAHURU ST;;Non-Injury Crash;No;2012;;North;;0;;Flat;;;;;;Overcast;490800;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Off;0;0;;76;Auckland;Nil;;;;;0;0;Urban;0;;;Heavy rain;Null";;;;;;;;;;
"1720029;6045219;459581;;503100;0;;0;1;;East;2001;PORT ROAD;OKARA DRIVE;;Minor Crash;No;2001;;West;;0;;Flat;;;;;;Bright sun;101602;1;0;0;2;;;0;;;;;;Northland Region;Nil;2-way;Sealed;;0;0;;50;;Off;0;0;;2;Whangarei District;Nil;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1760192;5915960;459582;;516003;0;0;0;0;0;Null;2005;GREEN LANE EAST;GREENLANE INT;;Non-Injury Crash;No;2005;0;South;0;0;0;Hill Road;1;;0;;0;Bright sun;494902;0;0;0;3;0;0;0;0;0;;0;0;Auckland Region;Nil;1-way;Sealed;0;0;0;0;50;0;Off;0;0;;76;Auckland;Give way;0;0;0;0;1;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1571486;5178322;459583;;594500;0;;0;0;;East;2018;SH 76;WALTHAM ROAD;;Non-Injury Crash;Yes;2017;;West;;0;;Flat;;;;;;Bright sun;2624302;0;0;0;2;;;0;;;;;;Canterbury Region;Nil;1-way;Sealed;;0;0;;60;;Null;0;0;;60;Christchurch City;Traffic Signals;;;;;0;0;Urban;2;;;Fine;Null";;;;;;;;;;
"1481981;5252677;459584;;585315;0;;0;2;;East;2002;SH 73;WALLACES POINT BR;;Minor Crash;Yes;2002;;South;;0;;Hill Road;;;;;;Twilight;2422700;1;0;0;2;;;0;;;;;;West Coast Region;Nil;2-way;Sealed;;0;0;;100;;None;0;0;;57;Westland District;Unknown;;;;;0;0;Open;0;;;Light rain;Null";;;;;;;;;;
"1407859;4914482;459585;;604620;0;;0;2;;Null;2013;MUSSELBURGH RISE;SHORE ST;;Non-Injury Crash;No;2012;;East;;0;;Flat;;;;;;Dark;2938500;0;0;0;2;;;0;;;;;;Otago Region;Nil;2-way;Sealed;;0;0;;50;;On;0;0;;71;Dunedin City;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1800743;5821260;459586;;527009;0;;0;1;;East;2011;CABERNET CLOSE;COLERAINE DRIVE;;Serious Crash;No;2011;;West;;0;;Flat;;;;;;Bright sun;952331;0;0;0;2;;;0;;;1;;;Waikato Region;Nil;2-way;Sealed;;0;1;;50;;Null;0;0;;16;Hamilton City;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1926767;5607947;459587;;545710;0;;0;1;;West;2001;OMAHU ROAD;WILSON ROAD;;Non-Injury Crash;No;2001;;East;;0;;Flat;;;;;;Bright sun;1471000;0;0;0;2;;;0;;;;;;Hawke's Bay Region;Nil;2-way;Sealed;;0;0;;70;;Null;0;0;;30;Hastings District;Nil;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1773383;5577495;459588;;556300;0;0;0;1;0;West;2006;CHURCHILL CRESCENT;SH 3;;Non-Injury Crash;No;2005;0;East;0;0;1;Flat;0;;0;;0;Overcast;1723300;0;0;0;2;0;0;0;0;0;;0;0;Manawatu-Wanganui Region;Nil;2-way;Sealed;0;0;0;0;50;0;Null;0;0;;37;Whanganui District;Nil;0;0;0;0;0;0;Urban;0;0;0;Light rain;Null";;;;;;;;;;
"1819536;5529265;459589;;562710;0;;0;1;;North;2010;HIGHBURY AVENUE;BRENTWOOD AVENUE;;Non-Injury Crash;No;2009;;North;;0;;Flat;;;;;;Bright sun;1818300;0;0;0;2;;;0;;;;;;Manawatu-Wanganui Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;40;Palmerston North City;Nil;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1813599;5539213;459590;;561422;0;0;0;0;0;North;2006;AWAHURI FEILDING ROAD;SH 3;;Serious Crash;No;2005;0;South;0;0;0;Flat;0;;0;;0;Bright sun;1789200;0;0;0;2;0;0;0;0;0;;0;0;Manawatu-Wanganui Region;Nil;2-way;Sealed;0;0;1;0;100;0;Null;0;0;;39;Manawatu District;Nil;0;0;0;1;0;0;Open;1;0;0;Fine;Null";;;;;;;;;;
"1753811;5447312;459591;;570600;0;;0;0;;South;2018;VIEW ROAD;TIRETI ROAD;;Serious Crash;No;2018;;East;;0;;Hill Road;;;;;;Bright sun;2040701;0;0;0;2;;;0;;;1;;;Wellington Region;Nil;2-way;Sealed;;0;1;;10;;Null;0;0;;44;Porirua City;Nil;;;;;1;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1823327;5554738;459592;;560422;0;0;0;0;0;West;2006;MCKAYS LINE;MAKINO ROAD;;Non-Injury Crash;No;2006;0;North;1;0;0;Hill Road;0;;0;;0;Dark;1760800;0;0;0;2;0;0;0;0;0;;0;0;Manawatu-Wanganui Region;Nil;2-way;Sealed;0;0;0;0;100;0;None;1;0;;39;Manawatu District;Nil;0;0;0;0;0;0;Open;0;0;0;Fine;Null";;;;;;;;;;
"1930536;5620210;459593;;545621;0;;0;1;;North;2005;FRYER ROAD;PUKETITIRI ROAD;;Non-Injury Crash;No;2004;;North;;0;;Hill Road;;;;;;Overcast;1401301;0;0;0;2;;;0;;;;;;Hawke's Bay Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;31;Napier City;Nil;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"2037235.8753;5708464.0898;459594;;544600;0;;0;1;;Null;2019;GREY STREET;HARDY LANE;;Minor Crash;No;2019;;North;;0;;Flat;;;;;;Dark;1370600;1;0;0;2;;;0;;;;;;Gisborne Region;Nil;2-way;Sealed;;0;0;;50;;On;0;0;;28;Gisborne District;Unknown;;;;;0;0;Urban;1;;;Heavy rain;Null";;;;;;;;;;
"1800763;5817820;459595;;529800;0;0;0;1;1;Null;2017;CLARKIN ROAD;HEAPHY TERRACE;;Non-Injury Crash;No;2016;0;North;0;0;0;Flat;0;;0;;0;Dark;869600;0;0;0;2;0;0;0;0;0;;0;0;Waikato Region;Nil;2-way;Sealed;0;0;0;0;50;0;On;0;0;;16;Hamilton City;Give way;0;0;0;0;0;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1678251;5404312;459596;;581210;0;;0;2;;Null;2017;SH 6;COLEMANS ROAD;;Non-Injury Crash;Yes;2017;;East;;0;;Flat;;;;;;Bright sun;2293101;0;0;0;2;;;0;;;;;;Marlborough Region;Nil;1-way;Sealed;;0;0;;50;;Null;0;0;;53;Marlborough District;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1903654;5566669;459597;;549500;0;;0;2;;Null;2014;SH 2;HERBERT ST;;Non-Injury Crash;Yes;2013;;West;;0;;Flat;;;;;;Bright sun;1521100;0;0;0;2;;;0;;;;;;Hawke's Bay Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;32;Central Hawke's Bay District;Give way;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1754623;5933165;459598;;508805;0;;0;2;;Null;2009;ROSEDALE ROAD;GRAHAM COLLINS DRIVE;;Non-Injury Crash;No;2009;;West;;0;;Hill Road;;;;;;Bright sun;180867;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;76;Auckland;Nil;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1749013;5913427;459599;;511401;0;;0;2;;East;2016;TITIRANGI ROAD;SKILGATE AVENUE;;Non-Injury Crash;No;2015;;West;;0;;Flat;;Christmas New Year;;;;Dark;263700;0;0;0;2;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;On;0;0;;76;Auckland;Unknown;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1488847;5129675;459600;;597730;0;;0;2;;Null;2003;SH 1S;WINDERMERE ROAD;;Non-Injury Crash;Yes;2002;;South;;0;;Flat;;;;;;Bright sun;2744000;0;0;0;2;;;0;;;;;;Canterbury Region;Nil;2-way;Sealed;;0;0;;100;;Null;0;0;;63;Ashburton District;Give way;;;;;0;0;Open;0;;;Fine;Null";;;;;;;;;;
"1765008;5904790;459601;;522100;0;0;0;1;0;Null;2019;KENDERDINE ROAD;BRIDGE ST;;Minor Crash;No;2018;0;South;0;0;0;Flat;0;;0;;0;Dark;660100;2;0;0;2;0;0;0;0;0;;0;0;Auckland Region;Nil;2-way;Sealed;0;0;0;0;50;0;On;0;0;;76;Auckland;Stop;0;0;0;1;0;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1750226;5424163;459602;;576901;0;0;0;1;0;East;2018;COUTTS ST;BAY ROAD;;Non-Injury Crash;No;2018;0;South;0;0;0;Flat;0;;0;;0;Unknown;2178500;0;0;0;2;0;0;0;0;1;;0;0;Wellington Region;Nil;2-way;Sealed;0;0;0;0;30;0;Null;1;0;;47;Wellington City;Nil;0;0;0;0;0;0;Urban;0;0;0;Fine;Null";;;;;;;;;;
"1754815;5447020;459603;;570500;0;;0;0;;North;2003;MAIN ROAD;KAHUTEA TERRACE;;Non-Injury Crash;No;2002;;North;;0;;Flat;;;;;;Overcast;2045300;0;0;1;4;;;0;;;;;;Wellington Region;Nil;2-way;Sealed;;0;0;;70;;Null;0;0;;44;Porirua City;Nil;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1244471;4848588;459604;;611400;0;0;0;1;0;Null;2008;CENTRE ST;MORTON ST;;Non-Injury Crash;No;2007;0;North;0;0;0;Flat;0;;0;;0;Dark;3144800;0;0;0;2;0;0;0;0;0;;1;0;Southland Region;Nil;2-way;Sealed;0;0;0;0;50;0;On;0;0;;75;Invercargill City;Stop;0;1;0;0;0;0;Urban;0;0;0;Light rain;Null";;;;;;;;;;
"1755320;5929552;459605;;508420;0;0;0;1;0;South;2014;SH 1N;SUNNYNOOK OBR;;Non-Injury Crash;Yes;2013;0;North;0;0;0;Hill Road;1;;0;;0;Bright sun;183800;0;0;0;3;0;0;0;0;0;;0;0;Auckland Region;Nil;1-way;Sealed;0;0;0;0;100;0;Off;0;0;;76;Auckland;Nil;0;0;0;0;0;0;Open;0;0;0;Fine;Null";;;;;;;;;;
"1757445;5918738;459606;;514302;0;;0;2;;North;2015;SH 1N;KHYBER PASS OBR;;Minor Crash;Yes;2015;;North;;0;;Flat;;;;;;Bright sun;442500;2;0;0;5;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;80;;Null;0;0;;76;Auckland;Nil;;;;;0;0;Open;0;;;Fine;Null";;;;;;;;;;
"1766904;5907645;459607;;523602;0;;0;2;;Null;2014;EAST TAMAKI ROAD;BAIRDS ROAD;;Non-Injury Crash;No;2014;;West;;0;;Flat;;Easter;;;;Overcast;709300;0;0;0;4;;;0;;;;;;Auckland Region;Nil;2-way;Sealed;;0;0;;50;;Null;0;0;;76;Auckland;Traffic Signals;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
"1876576;5823804;459608;;537301;0;;0;1;;Null;2008;BELLEVUE ROAD;KINGSWOOD ROAD;;Non-Injury Crash;No;2008;;South;;0;;Hill Road;;;;;;Dark;1160109;0;0;0;2;;;0;;;;;;Bay of Plenty Region;Nil;2-way;Sealed;;0;0;;50;;On;0;0;;23;Tauranga City;Stop;;;;;0;0;Urban;1;;;Fine;Null";;;;;;;;;;
"1405015;4915834;459609;;604110;0;0;0;1;0;South;2006;EGLINTON ROAD;MCGEORGE AVENUE;;Non-Injury Crash;No;2006;0;South;0;0;0;Hill Road;0;;0;;0;Dark;2921700;0;0;0;2;0;0;0;1;0;;0;0;Otago Region;Nil;2-way;Sealed;0;0;0;0;50;0;On;0;0;;71;Dunedin City;Unknown;0;0;0;0;0;0;Urban;0;0;0;Fine;Frost";;;;;;;;;;
"1759942;5436179;459610;;569100;0;;0;2;;Null;2003;Z CPK WESTFIELD COMPLEX;BLOOMFIELD TERRACE;;Non-Injury Crash;No;2003;;West;;0;;Flat;;;;;;Bright sun;1968100;0;0;0;0;;;0;;;;;;Wellington Region;Nil;Off road;Sealed;;0;0;;50;;Null;0;0;;46;Lower Hutt City;Nil;;;;;0;0;Urban;0;;;Fine;Null";;;;;;;;;;
